	
🔨点播测试,#genre#
Ariana Grande - God Is A Woman-[89M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggMnL7QUolMSh2AY.mp4
Ariana Grande - Love Me Harder-[62M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgo8nL7QUo-ODarQM.mp4
Ariana Grande - One Last Time-[146M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3sjL7QUo0snh9gM.mp4
Ariana Grande - Problem-[135M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3MjL7QUotb_brQc.mp4
Ariana Grande - Santa Tell Me-[115M.mkv-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2MjL7QUorMSX7QY.mp4
Ariana Grande - The Way-[151M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0sjL7QUojIHIJg.mp4
Ariana Grande &amp; Lil Wayne - Let Me Love You-[244M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzcjL7QUo_IPj0wc.mp4
Ariana Grande&amp;John Legend - Beauty and the Beast-[125M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtcfL7QUosqCkvwE.mp4
Ariana Grande， Miley Cyrus， Lana Del Rey - Don’t Call Me Angel-[112M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgscfL7QUosN-_iAI.mp4
Arin Ray， Kehlani - Change-[99M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpMfL7QUokKqq2QI.mp4
Astrid S - Emotion-[66M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgrcfL7QUo3erQigI.mp4
迈克尔·杰克逊Michael Jackson - Thriller《颤栗者》完整版-[554M.mkv-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpsjL7QUoyLLTnwI.mp4
Tritonal feat. Riley Clemmons - Out My Mind-[73M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgupHg7AUo-pf25AU.mp4
Timeflies - Once In a While-[86M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0ZHg7AUozI7XlAQ.mp4
Thomas Jack - Rivers (feat. Nico &amp; Vinz)-[161M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvJHg7AUose-ZsgU.mp4
Tep No - Swear Like a Sailor-[71M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsJHg7AUo5_X8Zg.mp4
Tep No - Me and My Guitar-[66M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnpDg7AUo8Nz-oQY.mp4
Sondr feat. Molly Hammar - Holding On-[155M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAglZDg7AUo_JOkMA.mp4
Skizzo Skillz feat. Keo - El Zice Ca...-[204M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl5Hg7AUouKensgE.mp4
Set It Off - Why Worry-[217M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmZDg7AUo7JLptwc.mp4
Ricky Martin - Vida-[101M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxpDg7AUo0PXZkgI.mp4
Niall Horan - On The Loose-[87M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg7I-g7AUokMfm-gY.mp4
Maroon 5 ft. Cardi B - Girls Like You-[121M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg94-g7AUoqNHZhQE.mp4
Maggie Lindemann - Obsessed-[178M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8o-g7AUospKZrgI.mp4
Listenbee - Save Me-[51M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxY-g7AUo7LW_3wU.mp4
Lindsey Stirling - Senbonzakura-[108M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguI-g7AUo6NmbkgU.mp4
Kim Petras - Heart to Break-[42M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw4-g7AUonYvRiwI.mp4
Kelly Clarkson - Meaning of Life-[208M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwY-g7AUooMWRowI.mp4
Kelly Clarkson - I Don&#39;t Think About You-[215M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgv4-g7AUo9KWq7Ac.mp4
Halsey - Alone-[247M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl4-g7AUokuHh8QQ.mp4
Escape The Fate - Broken Heart-[198M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgi4-g7AUokorqhwE.mp4
Ed Sheeran 紅发艾德 - Happier 比从前更快乐-[35M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAglY-g7AUo2KjfxAM.mp4
Echosmith - Come Together-[81M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgx47g7AUogO7dngc.mp4
Dua Lipa &amp; Wale &amp; WizKid &amp; Major Lazer - My Love-[219M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgx47g7AUoxb_KBA.mp4
Dua Lipa - Bang Bang-[127M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg6o7g7AUo8Jj1owE.mp4
Dagny - That Feeling When-[162M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw47g7AUosqSi0wU.mp4
CHVRCHES - Miracle-[136M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgv47g7AUorMiW2wM.mp4
Christine and The Queens - Girlfriend-[210M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnI7g7AUozOeYrgU.mp4
Camila Cabello ft. Young Thug - Havana-[95M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmY7g7AUoytifngM.mp4
Avril Lavigne ft. Chad Kroeger - Let Me Go-[296M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmY7g7AUooO3GvwY.mp4
Avicii - Fade Into Darkness-[131M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggI7g7AUo_POxwAE.mp4
ArtLec - Fly With U-[71M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghI7g7AUo3LaIwAE.mp4
Ariana Grande - No Tears Left To Cry-[115M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg143g7AUo7oy9tAE.mp4
Amy Shark - I Said Hi-[158M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz43g7AUoqI-qwgU.mp4
Alexandra Stan - Lemonade-[204M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqI3g7AUojbXYmwY.mp4
Adriana Rusu - Arde-[48M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqY3g7AUoo9vXiAQ.mp4
Cailee Rae - Anchor-[67M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgip3b7AUooPf-5AQ.mp4
Sigala、Paloma Faith - Lullaby-[103M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjZ3b7AUo3Nb9XA.mp4
Love Song to the Earth - Paul McCartney， Sean Paul， Natasha Bedingfield， &amp; more-[99M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgip3b7AUo6O7JtQM.mp4
Iggy Azalea&amp;Quavo - Savior-[86M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4Jzb7AUo7uj7hgY.mp4
Hailee Steinfeld - Let Me Go-[54M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5Jzb7AUo9sW2rAM.mp4
Hailee Steinfeld - Capital Letters-[57M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4pzb7AUogZPyoQU.mp4
Britney Spears-Everytime.Live-[137M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjPTQ7AUowKG4WA.mp4
Billie Eilish， Khalid - lovely-[40M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgs4Sp6wUo8_qhmAE.mp4
Beyoncé - SPIRIT-[85M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvoSp6wUojMeVrgE.mp4
Becky G - Shower-[63M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvISp6wUooKXB5AE.mp4
Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) -[66M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg64Op6wUolJP0-Ac.mp4
Adele - Send My Love (To Your New Lover)-[89M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9YKp6wUo19j-oQE.mp4
Adele - Rolling in the Deep-[44M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8oKp6wUozribggc.mp4
Adele - Hello-[134M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguYKp6wUovOHnqAQ.mp4
Dua Lipa - Be The One-[58M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg94Kp6wUo8_OLEA.mp4
Adele - Hello (Live at the NRJ Awards)-[65M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgroKp6wUo9aKrgQU.mp4
Ellie Goulding - Burn-[38M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg54Gp6wUogNitqAE.mp4
Lady Gaga - Bad Romance-[92M.mp4-1080P]，
Lana Del Rey - Blue Jeans-[42M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgkYGp6wUolJ-l7QE.mp4
Lana Del Rey - Born To Die-[41M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgioGp6wUozdTMrwQ.mp4
Lana Del Rey - Love-[86M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgn4Gp6wUosvG_ugY.mp4
Lana Del Rey - Lust For Life ft. The Weeknd-[71M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1ICp6wUo8Pbi8AI.mp4
Lana Del Rey - Summertime Sadness-[69M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz4Cp6wUo7cCNVA.mp4
Martin Garrix &amp; Bebe Rexha - In The Name Of Love-[46M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxICp6wUomIWYkAE.mp4
Miley Cyrus - Malibu-[76M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyYCp6wUo4Lid5wM.mp4
Miley Cyrus - The Backyard Sessions - _Jolene-[77M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAglICp6wUowruO1wM.mp4
Shawn Mendes， Camila Cabello - Señorita-[42M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjYCp6wUo8u_UmgE.mp4
Stephanie Acevedo - Bleeding Love-[54M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl-_o6wUo56WftQY.mp4
Stephanie Acevedo - Boom Boom-[87M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmf_o6wUoirO67gM.mp4
The Chainsmokers， ILLENIUM - Takeaway-[104M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgrv6o6wUos_nupQQ.mp4
Taylor Swift - We Are Never Ever Getting Back Together-[243M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8vmo6wUoxqPssQU.mp4
Taylor Swift - The Story Of Us-[326M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-vmo6wUo8NvssAQ.mp4
Taylor Swift - Style-[291M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghPmo6wUog93_3wI.mp4
Taylor Swift - Should&#39;ve Said No-[314M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvvmo6wUovN_2_gY.mp4
Taylor Swift - Shake It Off-[277M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgg-mo6wUohIKmhgM.mp4
Taylor Swift - Out Of The Woods-[298M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghvmo6wUoj7ul8wc.mp4
Taylor Swift - Ours-[302M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgiPmo6wUo3uvH8AY.mp4
Taylor Swift - New Romantics-[308M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguPio6wUop_-U-wc.mp4
Taylor Swift - Mean-[294M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgu-io6wUo952i2gI.mp4
Taylor Swift - Look What You Made Me Do-[308M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyPio6wUonKLs1QE.mp4
Taylor Swift - Delicate-[284M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyfio6wUopNW9Mg.mp4
Taylor Swift - Crazier-[231M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxPio6wUorszhkgY.mp4
Taylor Swift - Blank Space-[289M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8feo6wUo-pqLwgE.mp4
Taylor Swift - Begin Again-[292M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9veo6wUo-Jnz8wI.mp4
Taylor Swift - Back To December-[372M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgg-io6wUo7cSaGA.mp4
Katy Perry ft. Snoop Dogg - California Gurls-[284M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8Peo6wUohI-XnwM.mp4
Katy Perry ft. Skip Marley - Chained To The Rhythm-[290M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8veo6wUohtTEmAU.mp4
Katy Perry ft. Migos - Bon Appétit-[315M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguPeo6wUo1JOTqwE.mp4
Katy Perry - The One That Got Away-[345M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvfeo6wUovayyAQ.mp4
Katy Perry - Teenage Dream-[278M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtveo6wUo_aON8Ac.mp4
Katy Perry - Rise-[240M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpveo6wUoipX2ngc.mp4
Katy Perry - Part Of Me-[305M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguPeo6wUo-t7A_AM.mp4
Katy Perry - Firework-[290M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0-ao6wUo5ovDeQ.mp4
Taylor Swift - Wildest Dreams-[264M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0-ao6wUorK2qrwY.mp4
Taylor Swift ft. Ed Sheeran， Future - End Game-[295M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz-ao6wUo8teJrwI.mp4
Taylor Swift ft. Kendrick Lamar - Bad Blood-[286M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9Pao6wUo0r_WOA.mp4
Taylor Swift -Ready For It-[256M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_vao6wUo0vClggQ.mp4
Selena Gomez， Marshmello - Wolves-[96M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgo8_w6AUo2c_emQc.mp4
Selena Gomez &amp; The Scene - Love You Like A Love Song-[97M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqs_w6AUoj6nVtAI.mp4
Selena Gomez - The Heart Wants What It Wants-[121M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg686w6AUo4q7zhAc.mp4
Selena Gomez - Same Old Love-[119M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg6s6w6AUo25rCuwI.mp4
Selena Gomez - Kill Em With Kindness-[98M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg7s6w6AUo0LyV_QE.mp4
Selena Gomez - Hands To Myself-[101M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3c6w6AUou5y2-QU.mp4
Selena Gomez - Fetish-[101M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3M6w6AUo54igBw.mp4
Selena Gomez - Back To You-[84M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgrM6w6AUojfaU7AU.mp4
Meghan Trainor - Me Too-[80M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgls6w6AUomN-gnQc.mp4
Make It Happen - DABOYWAY x Yaya (ญาญ่า) Urassaya-[83M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwc2w6AUo1_2puwY.mp4
Little Mix - Black Magic-[83M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5M2w6AUoqOiDrgY.mp4
Katy Perry - Unconditionally-[81M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw82w6AUov8CzSw.mp4
Katy Perry - This Is How We Do-[91M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgys2w6AUojJeujwY.mp4
Katy Perry - Dark Horse (Official) ft. Juicy J-[78M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5syw6AUojK2JvgM.mp4
Joan Jett &amp; The Blackhearts - I Hate Myself for Loving You-[166M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5Myw6AUo_u3orwU.mp4
Jessie J - Flashlight (from Pitch Perfect 2)-[94M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3cyw6AUooLSdlQE.mp4
Britney Spears - I Wanna Go-[206M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1Z-x5gUousmfyQQ.mp4
Zara Larsson - Uncover-[218M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz57x5gUottCxmAI.mp4
Hare Mujic - Slatke Palacinke-[100M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmJ7x5gUo2uD5oAY.mp4
Ece Seçkin - Adeyyo-[95M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1p3x5gUojOjPXA.mp4
The Wanted - Show Me Love-[233M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-KuM5gUokOjXxwc.mp4
The Band Perry-If I Die Young-[242M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghKyM5gUonvWZ_wY.mp4
The Band Perry - You Lie-[218M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg7auM5gUogOPxjgQ.mp4
Ryan Star - Stay Awhile (Explicit)-[206M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgt6uM5gUonI7fqgE.mp4
Ross Lync - Heard It On The Radio-[154M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqquM5gUogNC8ew.mp4
Nelly ft. Pharrell &amp; Nicki Minaj - Get Like Me-[229M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg96qM5gUo8KaOsgM.mp4
Miley Cyrus - We Can&#39;t Stop-[209M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg7aqM5gUo0KCPUA.mp4
Justin Bieber-All That Matters-[205M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgrqqM5gUosNqg3gY.mp4
Jason Derulo - The Other Side-[251M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgt6qM5gUo8JmR4gQ.mp4
Desislava - Iskam te pak-[62M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg76mM5gUogNOO4QY.mp4
Andreea Banica - Sexy (LPCM-Master-Clean)-[218M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtamM5gUoxPm0ugE.mp4
Pendulum - The Island-[221M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgh4-o5QUo3pyv4wM.mp4
Matt Cardle ft. Melanie C - Loving You-[212M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguY7o5QUotev7tAU.mp4
Marjola &amp; Jurgen Kacani - Djale nga Jugu-[250M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg047o5QUovNbOywY.mp4
Faydee - Move On (C&#39;est La Vie)-[78M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_o3o5QUo7oOHzgU.mp4
Birdy - Wings-[254M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyI3o5QUow8O9mQI.mp4
Anila Lilaj ft. Ges-Jam me ty-[206M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggo3o5QUoqt6Bpwc.mp4
4POST (Дмитрий Бикбаев) - Вместе с тобой-[198M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_Izo5QUopKfnDw.mp4
Bastille - Pompeii-[221M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtKrQ5QUo5LaJzwc.mp4
Bat For Lashes - Lilies-[292M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgv6rQ5QUoypCmXA.mp4
Beyoncé-Heaven (Lpcm-Master)-[245M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAggKrQ5QUo_7aYoQQ.mp4
Beyoncé-Jealous (Lpcm-Master)-[208M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1anQ5QUouvbE7AU.mp4
Big Boi ft. Kelly Rowland-Mama Told Me-[188M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2anQ5QUo2KnpxQY.mp4
Brian Mcfadden - Time To Save Our Love (Lpcm-Master)-[216M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1qnQ5QUozeK3rwU.mp4
Chipmunk ft Chris Brown - Champion-[230M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl6nQ5QUok5a4jgM.mp4
Chipmunk ft. Keri Hilson - InThe Air-[265M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAglanQ5QUossTdnwc.mp4
Christian Daniel - Me Vuelvo Un Cobarde-[241M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnKnQ5QUo6MO92AY.mp4
Enrique Iglesias - Heart Attack-[225M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqKLQ5QUo3aGf1gI.mp4
Fifth Harmony - Miss Movin&#39; On-[208M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgq6LQ5QUo3tWO0Qc.mp4
G.R.L. - Vacation-[284M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsaLQ5QUohKHF6Ac.mp4
Hot Chelle Rae - Honestly-[330M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvqLQ5QUoktr5nQc.mp4
Itch feat. Adam Lazzara - Homeless Romantic-[266M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8qHQ5QUosLPmwgc.mp4
Jason Derulo - Marry Me-[241M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_KHQ5QUopJPSngU.mp4
Kwame Darko - Half Full-[184M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg86HQ5QUogvvexgM.mp4
Lena Meyer-Neon-[207M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9qHQ5QUo0ZTXZQ.mp4
M83 - Claudia Lewis-[272M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnYC_5QUoxvfwmgc.mp4
Lena Meyer - Stardust-[210M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgioC_5QUo7smQmgU.mp4
Isa - Drum &amp; Bass-[263M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0f695QUo3or21QQ.mp4
INNA feat. Yandel - In Your Eyes-[118M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwf695QUo5aLzyAU.mp4
Cher Lloyd - Want U Back-[223M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyv695QUo7L3K0wI.mp4
The Chainsmokers、XYLØ-Setting Fires-[113M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxtX64wUo7ciS5wY.mp4
Miryam - Don&#39;t Stop-MV版-[97M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjM-64wUojIm4nQI.mp4
Megan Nicole、Madilyn Bailey - I Want You To Know-[93M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqM764wUonqaL2Ac.mp4
Ariana Grande、Zedd - Break Free(中文字幕)-[117M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpL764wUoj7ONbQ.mp4
Calvin Harris、Rihanna - This Is What You Came For(中文字幕)-[116M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghLf64wUo7Le6zwQ.mp4
Calvin Harris - My Way-[116M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0rb64wUo4qiBiwQ.mp4
Blake Shelton - Came Here to Forget-[99M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3bT64wUoys3g_wU.mp4
Birdy - Wild Horses-[90M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjLT64wUonPXfowU.mp4
Bahari - Wild Ones-[93M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsLP64wUo6qXC0gI.mp4
Punch、Silento - Spotlight-[93M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsfC74wUo6s744AQ.mp4
omi - cheerleader-[93M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-e_74wUo8L-b4QE.mp4
katarina grujic - greska-[103M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4u674wUonqPAjwI.mp4
Jay Sean、Sean Paul - Make My Love Go-[88M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwe274wUomOiahQY.mp4
inna、eric turner - bop bop-[100M.mp4-1080P],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2uy74wUozaSq9AQ.mp4
