

永刚音乐,#gengre#
拉手手亲口口,http://em.21dtv.com/songs/60110835.mkv
亲一口,http://em.21dtv.com/songs/60166245.mkv
笑口常开,http://em.21dtv.com/songs/60049938.mkv
和谐中国,http://em.21dtv.com/songs/60020447.mkv
一路和谐一路歌,http://em.21dtv.com/songs/60072710.mkv
回家的路-音乐视频,http://fsmvpc.tx.kugou.com/202308190844/abfc6f374ca865a539b6f54de976c712/v2/6dd3f31ea609016701333b500f7aba83/KGTX/CLTX002/6dd3f31ea609016701333b500f7aba83.mp4
百鸟朝凤,http://fsmvpc.tx.kugou.com/202308130021/4bdcdd5e7cccc9e91471e9ba5fcf7373/v2/5b10f67e7d550f53014cac925a12e7be/G249/M0A/14/15/mYcBAF-2k7uAWgAoBlasmlr4fv0475.mp4
百鸟朝凤,http://fsmvpc.ali.kugou.com/202308130021/763b14376bc131ea73ce800a75dc073a/KGTX/CLTX002/c179a100cc81baaed1aa8ed7551fc9c3.mp4
佳人伴孤灯,http://v.stream.tencentmusic.com/0b53z4apoaaafuap7tudkjrkdt6d67hqb5ya.f120001.mp4?dis_k=90e84e20edc46660f2175215d3bb2390&dis_t=1691857768&fromtag=202&domain_white_key=c196bf10a3db740704365f26ba80b92f:1691857768
包青天,http://em.21dtv.com/songs/60009950.mkv
包青天,http://fsmvpc.tx.kugou.com/202308130014/f49dccc0b8f2cd906f2d5a8ba34864b9/v2/4b393edcbfacd6bab2d9cce7da1454c3/G183/M01/08/11/9w0DAF33mKuAHrL7AV7vx_1wBrc470.mp4
我在想你你在哪,http://em.21dtv.com/songs/60150468.mkv
你听过我的歌吗,http://em.21dtv.com/songs/60164624.mkv
永刚音乐3,#gengre#
守在你来时的路口,http://em.21dtv.com/songs/60168100.mkv
沧海桑田,http://em.21dtv.com/songs/60138888.mkv
中国粗口,http://em.21dtv.com/songs/60065491.mkv
赛马,http://em.21dtv.com/songs/60169733.mkv
花心大萝卜,http://em.21dtv.com/songs/60072018.mkv
金蛇狂舞,http://fsmvpc.tx.kugou.com/202308122257/c6521069ce5c0cc3cde5c63b2ed1ab85/v2/56c8edd48e256dc1189b0b3a846aad61/G137/M01/1D/11/KYcBAFtpZZmAIlP2AUIe6IknaZI295.mp4
金蛇狂舞,http://fsmvpc.tx.kugou.com/202308122258/81ec6fbb3a4ceebb7d7e8a0d70ca4aab/v2/f7e1a49ca1c2dd6a69e53993220af5b0/KGTX/CLTX002/f7e1a49ca1c2dd6a69e53993220af5b0.mp4
金蛇狂舞,http://fsmvpc.tx.kugou.com/202308122258/2e135f30405ce23dde18c009cd4b8541/v2/a270b2078d7aa6bccbc643817dd11c97/G184/M0A/13/07/WIcBAF4IkraAIzcKAaBwTYGWDMU783.mp4
金蛇狂舞,http://fsmvpc.ali.kugou.com/202308122258/cb03f2e1cbf3b5a91f1df01ef499a0ed/v2/153d03659c3448b7c495d4dd2fd6d7af/G247/M09/00/07/l4cBAF--K7mAfCbSActZv09i_GE337.mp4
金蛇狂舞,http://fsmvpc.tx.kugou.com/202308122257/44967afa0f1440efd38c07e911ef939b/v2/8e14e0b9b5885f49e9a0ee69b83bd9ca/KGTX/CLTX002/8e14e0b9b5885f49e9a0ee69b83bd9ca.mp4
大家都很忙dj,http://em.21dtv.com/songs/60165629.mkv
火辣辣的情歌,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsaTA4gUohOr5ngc.mp4
草,http://em.21dtv.com/songs/60012056.mkv
美观-孙小宝,http://em.21dtv.com/songs/60029117.mkv
见面发财-孙小宝,http://em.21dtv.com/songs/60090892.mkv
最爱宋小宝,http://em.21dtv.com/songs/60145075.mkv
致敬赵本山-赵本水,http://em.21dtv.com/songs/60058837.mkv
就恋这把土-赵本水,http://em.21dtv.com/songs/60064418.mkv
我不是赵本山-赵本水,http://em.21dtv.com/songs/60065046.mkv
酒后别驾车-赵本水,http://em.21dtv.com/songs/60024423.mkv
水泊梁山-赵本水,http://em.21dtv.com/songs/60088698.mkv
相信自己-赵本水,http://em.21dtv.com/songs/60066460.mkv
小品昨天今天明天,http://em.21dtv.com/songs/60089810.mkv
大王叫我来巡山,http://em.21dtv.com/songs/60117261.mkv
求索-赵本山,http://em.21dtv.com/songs/60035807.mkv
只求无愧过百年-赵本山,http://em.21dtv.com/songs/60058435.mkv
我心中的太阳-赵本山,http://em.21dtv.com/songs/60046468.mkv
开车不喝酒-赵本山,http://em.21dtv.com/songs/60024981.mkv
念诗之王-赵本山,http://em.21dtv.com/songs/60167663.mkv
青青世界,http://em.21dtv.com/songs/60034778.mkv
大叔不买我香蕉,http://em.21dtv.com/songs/60127639.mkv
重要的事情说三遍,http://em.21dtv.com/songs/60122323.mkv
别拿我的感情当游戏,http://em.21dtv.com/songs/60115556.mkv
别拿我的红包当游戏,http://em.21dtv.com/songs/60115438.mkv
女大要出嫁,http://em.21dtv.com/songs/60083558.mkv
女人和家,http://em.21dtv.com/songs/60139272.mkv
热线你和我,http://em.21dtv.com/songs/60036288.mkv
漂亮姑娘就要嫁人了,http://em.21dtv.com/songs/60033474.mkv
火辣辣的妹妹火辣辣的歌,http://em.21dtv.com/songs/60067099.mkv
火辣辣的娘们,http://em.21dtv.com/songs/60022442.mkv
败家娘们,http://em.21dtv.com/songs/60116426.mkv
女人不容易,http://em.21dtv.com/songs/60145267.mkv
芭比电话,http://em.21dtv.com/songs/60009522.mkv
触电,http://em.21dtv.com/songs/60013083.mkv
火辣辣的中国,http://em.21dtv.com/songs/60169361.mkv
火辣辣的爱,http://em.21dtv.com/songs/60086617.mkv
火辣辣的大东北,http://em.21dtv.com/songs/60119827.mkv
火辣辣,http://em.21dtv.com/songs/60066046.mkv
娘的手,http://em.21dtv.com/songs/60119516.mkv
杜十娘,http://em.21dtv.com/songs/60015874.mkv
机器灵砍菜刀,http://em.21dtv.com/songs/60100013.mkv
众人划桨开大船,http://em.21dtv.com/songs/60059084.mkv
桃花为你开,http://em.21dtv.com/songs/60077843.mkv
站在草原望北京,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgp6PA4gUo_LGSwQQ.mp4
皇帝的烦恼,http://em.21dtv.com/songs/60075898.mkv
少林僧,http://em.21dtv.com/songs/60038118.mkv
假行僧,http://em.21dtv.com/songs/60133614.mkv
红枣树,http://em.21dtv.com/songs/60168123.mkv
弹起我心爱的土琵琶,http://em.21dtv.com/songs/60014471.mkv
树的姐妹树的家乡,http://em.21dtv.com/songs/60100303.mkv
我是一个兵,http://em.21dtv.com/songs/60046189.mkv
爱上兵哥哥,http://em.21dtv.com/songs/60144223.mkv
酒是穿肠药,http://em.21dtv.com/songs/60134263.mkv
太刺激,http://em.21dtv.com/songs/60041302.mkv
兵哥哥-宋祖英,http://em.21dtv.com/songs/60010865.mkv
东西南北兵-宋祖英,http://em.21dtv.com/songs/60015564.mkv
叫一声二奶奶,http://em.21dtv.com/songs/60107238.mkv
叫一声二奶奶,http://em.21dtv.com/songs/60083154.mkv
唐僧也疯狂,http://em.21dtv.com/songs/60103587.mkv
我爱你,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4sGv5wUo5bvaxwM.mp4
唱起小徽就想起你,http://em.21dtv.com/songs/60064050.mkv
太想念,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwpai5wUo8ODKhQE.mp4
想思树,http://em.21dtv.com/songs/60129794.mkv
十八的姑娘一朵花,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzL_v5wUowL3FvAM.mp4
三月里的小雨,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgp-zD-wUoqqKj2wY.mp4
做自己,http://em.21dtv.com/songs/60136950.mkv
我叫二狗娃,http://em.21dtv.com/songs/60157850.mkv
篱笆墙的影子,http://em.21dtv.com/songs/60086673.mkv
苦篱笆,http://em.21dtv.com/songs/60025629.mkv
辘轳女人井,http://em.21dtv.com/songs/60027967.mkv
麻辣苦涩酸咸甜,http://em.21dtv.com/songs/60028334.mkv
半圆的镜子,http://em.21dtv.com/songs/60009906.mkv
那根滕缠树,http://em.21dtv.com/songs/60108002.mkv
过三关,http://em.21dtv.com/songs/60019527.mkv
不能这样活,http://em.21dtv.com/songs/60011286.mkv
不能这样活,http://em.21dtv.com/songs/60011285.mkv
苦乐年华,http://em.21dtv.com/songs/60025622.mkv
苦乐年华,http://em.21dtv.com/songs/60025621.mkv
喜乐年华,http://em.21dtv.com/songs/60048155.mkv
苦乐一起说,http://em.21dtv.com/songs/60025624.mkv
不白活一回,http://em.21dtv.com/songs/60090244.mkv
永刚音乐4,#gengre#
不白活一回,http://em.21dtv.com/songs/60010988.mkv
托网的古船没快舟,http://em.21dtv.com/songs/60043009.mkv
我的吉他会说话,http://em.21dtv.com/songs/60045106.mkv
风风火火走一回,http://em.21dtv.com/songs/60017290.mkv
千年等一回,https://vd3.bdstatic.com/mda-ijrnsp4isg53vh6e/sc/mda-ijrnsp4isg53vh6e.mp4?auth_key=1602768423-0-0-8609de2a2271099ac051f0d7a4a16b5a&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=1848&split=1620628
痛痛快快醉一回,http://em.21dtv.com/songs/60163882.mkv
轰轰烈烈爱一回,http://em.21dtv.com/songs/60157121.mkv
为爱醉一回,http://em.21dtv.com/songs/60157768.mkv
再醉一回,http://em.21dtv.com/songs/60164867.mkv
重新爱一回,http://em.21dtv.com/songs/60165586.mkv
爱过这一回,http://em.21dtv.com/songs/60007569.mkv
潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8
竹篱笆外野菊花,http://em.21dtv.com/songs/60132337.mkv
牵牛花竹篱笆,http://em.21dtv.com/songs/60099286.mkv
嘟啊嘟-音乐,http://em.21dtv.com/songs/60153667.mkv
白桦林,http://em.21dtv.com/songs/60009674.mkv
情路弯弯,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1tXE4gUonLmU1wI.mp4
女人的心声,https://vd3.bdstatic.com/mda-ncmgnz6479fenq1w/hd/cae_h264_delogo/1647950253700208169/mda-ncmgnz6479fenq1w.mp4
蜘蛛爬墙,http://em.21dtv.com/songs/60084551.mkv
情歌继续唱,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsdfE4gUo0OGA5wI.mp4
桥边姑娘,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4b_2-AUo7pfgrgc.mp4你不来我不老,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnLzE4gUoxaHkBg.mp4
美美哒,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4cm74gUo4OSj9gU.mp4
狂浪,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsK2M5gUosN7C7QQ.mp4
酒醉的蝴蝶,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjvvL9QUo3cjNuQY.mp4
今生的唯一,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgr_7E4gUoxPucjAQ.mp4尘缘情歌,http://em.21dtv.com/songs/60110018.mkv
策马扬鞭,http://em.21dtv.com/songs/60110013.mkv
一曲相思,https://vdse.bdstatic.com//e547b08ce3afad200eec374f3c4ee450.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A00%3A56Z%2F-1%2Fhost柔柔的眼柔柔的你,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9dvx9wUowK2B3AY.mp4
兄弟难当,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg97nE4gUooPX7tQU.mp4
风中花雨楼,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgypLV4gUo-ZmUhwc.mp4
当,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpPTW4gUoz_DgdQ.mp4
老婆最大,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg29is4gUopvmF8wI.mp4
唱着情歌流着泪,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtYHG4gUo6KjuzwE.mp4
撞南墙,http://em.21dtv.com/songs/60059492.mkv
彩云伴海鸥,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgh-DW4gUorLTkvAU.mp4
半壶纱,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1K6M5gUo3ruZrwc.mp4
白狐,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgk7G49AUosqGFyAU.mp4
倍儿美,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxdvE4gUoyPSXzAU.mp4
等到山花开,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAggcOv5wUo4pShggc.mp4
放狠爱,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpoLG4gUo0JOBggI.mp4
分手-冷漠,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwsfE4gUokp27lAQ.mp4
一生无悔,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtL6q4gUojIS-mQE.mp4
迟到,http://em.21dtv.com/songs/60133396.mkv
爱情专属权,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg49ia4gUolMGllwI.mp4红尘蝶恋,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg7Zq64gUowJC8gwM.mp4
凡人歌,http://em.21dtv.com/songs/60016470.mkv
北方的狼,http://em.21dtv.com/songs/60010160.mkv
大约在冬季,http://em.21dtv.com/songs/60014223.mkv
被情伤过的女人,http://em.21dtv.com/songs/60010302.mkv
被情伤过的女人,http://em.21dtv.com/songs/60100845.mkv
爱是一根针,http://em.21dtv.com/songs/60068073.mkv
天上人间,http://em.21dtv.com/songs/60115197.mkv
亭亭山上松,http://em.21dtv.com/songs/60153964.mkv
我爱上了你,http://em.21dtv.com/songs/60061672.mkv
一个人的寂寞两个人的错,http://em.21dtv.com/songs/60053011.mkv
爱的世界只有你,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg7fi-4gUolta2hgU.mp4
印度舞曲,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmuCe9wUokNHLuAQ.mp4
印度舞曲2,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgneCe9wUouKLe8Ac.mp4
印度舞曲3,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3N_e9wUogdbOaQ.mp4
等我熬过所有的苦,https://pan.whgpc.com/view.php/32db897ed5c57355830d370b7bf99d47.mp4
等我熬过了所有的苦,https://pan.whgpc.com/view.php/bcabb4a6a80c4efe9014dfc98b7c66fb.mp4
不一样的美,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmfvL9QUolKvHtQE.mp4
A8音乐-人间精品嗨起来,http://static-v.a8.com/convert/20181114-dazhangwei/video/fd8b119e-2cc7-1ca7-9f7f-acc708699082.mp4
A8音乐-《哈鹿哈鹿哈鹿》,http://static-v.a8.com/convert/20181114-dazhangwei/video/92a09a6b-a1a7-ec75-be09-c6dda546675a.mp4
陈慧娴_孤单背影,http://vodcdn.video.taobao.com/oss/ali-video/092bc3fac8ea013544a1dda61de41e58/video.m3u8
曲中人,http://em.21dtv.com/songs/60153322.mkv
青春舞曲-凤凰传奇,http://em.21dtv.com/songs/60083643.mkv
黄土高坡快四舞曲,http://em.21dtv.com/songs/60091916.mkv
邱永传-十一年,https://vd3.bdstatic.com/mda-kb3nsdkbecwifihd/v1-cae/sc/mda-kb3nsdkbecwifihd.mp4
走天涯,https://rescdn.yishihui.com/longvideo/transcode/video/live/201903195623330Ci9D8opKfn5uycdVzC.m3u8
可可托海的牧羊人,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201203/5623330QKXZMsNoW2yOEq5AGr.mp4
做我的新娘DJ_路消遥,http://em.21dtv.com/songs/60117264.mkv
早该说爱_杨红,http://em.21dtv.com/songs/60120034.mkv
雨伤_左林右里,http://em.21dtv.com/songs/60120491.mkv
爱上你是我犯的错_王宏天,http://em.21dtv.com/songs/60130579.mkv
在你左右_吴莫愁,http://em.21dtv.com/songs/60116645.mkv
市井无赖_小泾县,http://em.21dtv.com/songs/60116741.mkv
绿野户外驴歌_小老头,http://em.21dtv.com/songs/60116744.mkv
小苹果_筷子兄弟,http://em.21dtv.com/songs/60116745.mkv
你妈把你嫁给谁,http://em.21dtv.com/songs/60110480.mkv
我在断桥等你,http://em.21dtv.com/songs/60110492.mkv
富贵竹,http://em.21dtv.com/songs/60110518.mkv
男儿要自强,http://em.21dtv.com/songs/60110467.mkv
倩女幽魂,http://em.21dtv.com/songs/60111064.mkv
即墨之歌,http://em.21dtv.com/songs/60111085.mkv
情系五峰山,http://em.21dtv.com/songs/60111088.mkv
南无阿弥勒佛,http://em.21dtv.com/songs/60111119.mkv
永远做兄弟_曾春年_秀才,http://em.21dtv.com/songs/60111143.mkv
永刚音乐5,#gengre#
字母歌_鄧超,http://em.21dtv.com/songs/60117271.mkv
金钱与真爱_阿权,http://em.21dtv.com/songs/60117313.mkv
我们做夫妻_陈咏_陈娇,http://em.21dtv.com/songs/60117329.mkv
夜店之夜_于志杰,http://em.21dtv.com/songs/60117532.mkv
江湖_佳林,http://em.21dtv.com/songs/60117553.mkv
醉一回_冈林,http://em.21dtv.com/songs/60117563.mkv
动起来_凤凰传奇,http://em.21dtv.com/songs/60117571.mkv
我是一只小小鸟_李宗盛,http://em.21dtv.com/songs/60117598.mkv
快乐小舞台,http://em.21dtv.com/songs/60117978.mkv
老婆是天_云飞儿,http://em.21dtv.com/songs/60118312.mkv
我叫草泥马_汤哲,http://em.21dtv.com/songs/60118329.mkv
跟着感觉走_袁娅维,http://em.21dtv.com/songs/60118032.mkv
心中太阳_吉克隽逸,http://em.21dtv.com/songs/60118428.mkv
梦醒时分,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200523/5623330Vw1jOChC0fofHlT3Bw.m3u8
青藏高原,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20190917/1776031sg92Yl248FvyIEwHJj.m3u8
一曲相思,https://vdse.bdstatic.com//e547b08ce3afad200eec374f3c4ee450.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A00%3A56Z%2F-1%2Fhost桥边姑娘,https://vdse.bdstatic.com/8ae4235344c61f9c05ccf3716c84e823.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
胡杨林_香水有毒,http://vodcdn.video.taobao.com/oss/ali-video/180f9fcdb9e2b24d3b13a526fb90003e/video.m3u8
王麟_伤不起,http://vodcdn.video.taobao.com/oss/ali-video/1e3633ff1c3a525e148968b45c18f780/video.m3u8
王心凌_我会好好的,http://vodcdn.video.taobao.com/oss/ali-video/8f327fd6bce61d0cf4159601a64b395b/video.m3u8
誓言-求佛,http://vodcdn.video.taobao.com/oss/ali-video/f4f761d970399f186ce1f9ac6d009721/video.m3u8
许茹芸-独角戏,http://vodcdn.video.taobao.com/oss/ali-video/5333f389ce940d0a2c1dd6090927746c/video.m3u8
陈明真-变心的翅膀,http://vodcdn.video.taobao.com/oss/ali-video/e18dd3abfada11fb6faf26a521084343/video.m3u8
陈明真_念念不忘的情人,http://vodcdn.video.taobao.com/oss/ali-video/a4e5b03f0ce8a9b20cea95e6ff3ce25a/video.m3u8
陈明真_为爱笑着流泪,http://vodcdn.video.taobao.com/oss/ali-video/4f31a4692aae0974dbc82a95d23339f4/video.m3u8
中国人-刘德华,http://em.21dtv.com/songs/60058908.mkv
红豆红-俞静,http://em.21dtv.com/songs/60020826.mkv
朋友别哭-吕方,http://em.21dtv.com/songs/60127816.mkv
朋友别哭-吕方,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/qgljCDKewD8vEgOMrrt%40%40sd.m3u8
忘情水-刘德华,http://em.21dtv.com/songs/60043639.mkv
你的样子-罗大佑,http://em.21dtv.com/songs/60031676.mkv
梦里水乡,http://em.21dtv.com/songs/60029602.mkv
同桌的你-老狼,http://em.21dtv.com/songs/60042722.mkv
大海-张雨生,http://em.21dtv.com/songs/60013948.mkv
999朵玫瑰,http://em.21dtv.com/songs/60129760.mkv
过火-张信哲,http://em.21dtv.com/songs/60116777.mkv
挪威的森林-伍佰,http://em.21dtv.com/songs/60032810.mkv
有多少爱可以重来-迪克牛仔,http://em.21dtv.com/songs/60055113.mkv
雨一直下-张宇,http://em.21dtv.com/songs/60055735.mkv
大中国-高枫,http://em.21dtv.com/songs/60014236.mkv
红日-凌枫,http://em.21dtv.com/songs/60061252.mkv
周华健_朋友,http://vodcdn.video.taobao.com/oss/ali-video/6079de4355c45a42073ead75954c1b2f/video.m3u8
周华健_风雨无阻,http://vodcdn.video.taobao.com/oss/ali-video/8d77795bdc63d87125ba47f993e0bfb4/video.m3u8
辛晓琪_领悟,http://vodcdn.video.taobao.com/oss/ali-video/2a4e61d4bba6b712bd5638fd508e85a5/video.m3u8
光良_童话,http://vodcdn.video.taobao.com/oss/ali-video/e2c54a5b89aaa794cfc186c41d2ef348/video.m3u8
梁静茹_勇气,http://vodcdn.video.taobao.com/oss/ali-video/f501ffc81da040099b17fb1db30b92fe/1462937648/video.m3u8.m3u8
卓依婷蜗牛与黄鹂鸟,http://vd3.bdstatic.com/mda-jfjnacpfn6r21dec/mda-jfjnacpfn6r21dec.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
叶倩文_潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8
毛宁_蓝蓝的夜蓝蓝的梦,http://vodcdn.video.taobao.com/oss/ali-video/6d5a8c2e7667e3d6138246a45571d1f7/video.m3u8
王菲_容易受伤的女人(国语),http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8
卓依婷杜十娘,http://vd3.bdstatic.com/mda-jekst5s3c341xwyd/mda-jekst5s3c341xwyd.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷常回家看看,http://vd3.bdstatic.com/mda-jerf6nxy7nc0d6m5/mda-jerf6nxy7nc0d6m5.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
孟庭苇_冬季到台北来看雨,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Pd8qTC385qKJVXaXcKj%40%40hd.m3u8
王菲_执迷不悔,http://vodcdn.video.taobao.com/oss/ali-video/15bf7da88b44048edaabe73d6b17c00b/video.m3u8
张学友_一颗不变心,http://vodcdn.video.taobao.com/oss/ali-video/1dcf180669ab98697e49c4c9b5f76cd7/video.m3u8
辛晓琪_领悟,http://vodcdn.video.taobao.com/oss/ali-video/2a4e61d4bba6b712bd5638fd508e85a5/video.m3u8
孟庭苇_风里的梦,http://vodcdn.video.taobao.com/oss/ali-video/626e2336b5e9765e14ba22a617fd6223/video.m3u8
辛晓琪_俩俩相忘,http://vodcdn.video.taobao.com/oss/ali-video/6b406c70e3007a5c66a2085c39b13d80/video.m3u8
孟庭苇_你看你看月亮的脸,http://vodcdn.video.taobao.com/oss/ali-video/6e098f7b47614885845efb7a45998eb1/1465875165/video.m3u8.m3u8
王菲_容易受伤的女人(国语),http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8
陈慧娴_千千阙歌,http://vodcdn.video.taobao.com/oss/ali-video/8f45a35108ebe1b1951d2936007e3cd0/video.m3u8
周慧敏_痴心换情深,http://vodcdn.video.taobao.com/oss/ali-video/aa07f0b5c8a36740b3bee03d69a4116c/video.m3u8
李翊君_诺言,http://vodcdn.video.taobao.com/oss/ali-video/b8096cd4762369bbcb4ceb52cc25a938/video.m3u8
孟庭苇_谁的眼泪在飞,http://vodcdn.video.taobao.com/oss/ali-video/bfcfddb1694a43957962294c2f75bdfb/video.m3u8
陈慧娴_归来吧,http://vodcdn.video.taobao.com/oss/ali-video/c89589fd5809cf6e2f1a4d7a52023733/video.m3u8
孟庭苇_无声的雨,http://vodcdn.video.taobao.com/oss/ali-video/d404a897abb4526c94bb5f72dc566952/video.m3u8
陈慧娴_人生何处不相逢,http://vodcdn.video.taobao.com/oss/ali-video/e45ed62546d055938577994f0c16d2e0/video.m3u8
王菲_如风,http://vodcdn.video.taobao.com/oss/ali-video/f176658a3f974aecd5ce3df456092835/video.m3u8
王菲_爱与痛的边缘,http://vodcdn.video.taobao.com/oss/ali-video/f5e79c70df75bdccf2714ed788764f58/video.m3u8
张学友_amour(演唱会),http://em.21dtv.com/songs/60000234.mkv
梁咏琪_amour,http://em.21dtv.com/songs/60000235.mkv
阿杜_andy,http://em.21dtv.com/songs/60000253.mkv
原始林合唱团_angel(无原唱),http://em.21dtv.com/songs/60000260.mkv
李圣杰_angel(演唱会),http://em.21dtv.com/songs/60000261.mkv
莫文蔚_angel(演唱会),http://em.21dtv.com/songs/60000262.mkv
陶喆_angel(演唱会),http://em.21dtv.com/songs/60000263.mkv
一砖一瓦_杨哲HD,http://txmov2.a.yximgs.com/upic/2020/11/07/23/BMjAyMDExMDcyMzQxMzZfMTU0MDc1NjUwOF8zODg5OTUwODg5MF8yXzM=_b_B41249b6fddaf4b4ef4bb5aee7c4f431c.mp4
经典歌曲《黄昏的恋歌》,https://vd2.bdstatic.com/mda-mfjhek73d5y40hq8/sc/cae_h264/1624192351506251038/mda-mfjhek73d5y40hq8.mp4
经典歌曲《用生命所爱的人》,https://vd2.bdstatic.com/mda-mkuem0jh8g69fuhy/sc/cae_h264/1638191833214338262/mda-mkuem0jh8g69fuhy.mp4
经典歌曲《永远记住我的歌》,https://vd2.bdstatic.com/mda-mkn8tm4567b6mkz9/sc/cae_h264_delogo/1643107618469903907/mda-mkn8tm4567b6mkz9.mp4
经典老歌《望郎解情衷》,https://vd3.bdstatic.com/mda-mkeq690yw83b1vgx/sc/cae_h264/1636998329459141612/mda-mkeq690yw83b1vgx.mp4
经典老歌《今宵多珍重》,https://vd3.bdstatic.com/mda-ncic84gqqky26mfq/sc/cae_h264_delogo/1647679506064493847/mda-ncic84gqqky26mfq.mp4
经典老歌《温情满人间》,https://vd3.bdstatic.com/mda-mhb2q8ev9iz9a8ei/sc/cae_h264/1628760768200838929/mda-mhb2q8ev9iz9a8ei.mp4
经典老歌《一世情》,https://vd3.bdstatic.com/mda-nc49j3qwk0szx5iq/sc/cae_h264_delogo/1646463345591786801/mda-nc49j3qwk0szx5iq.mp4
经典老歌《爱你太深固》,https://vd3.bdstatic.com/mda-mcqw5q1d1sfixzsr/v1-hknm/sc/mda-mcqw5q1d1sfixzsr.mp4
经典老歌《何必沉迷回忆》,https://vd3.bdstatic.com/mda-mh4c7hv80e3jndyd/sc/cae_h264/1628153492318188796/mda-mh4c7hv80e3jndyd.mp4
经典歌曲《初恋的人》,https://vd3.bdstatic.com/mda-mmnzpd3iynqbhxhd/sc/cae_h264_delogo/1642531371816644836/mda-mmnzpd3iynqbhxhd.mp4
经典歌曲《何必再沉醉》,https://vd3.bdstatic.com/mda-naj3wvekwtqdgqn8/hd/cae_h264_delogo/1642648100594236458/mda-naj3wvekwtqdgqn8.mp4
经典歌曲《别》,https://vd3.bdstatic.com/mda-mkm1x75q6x60qbgp/sc/cae_h264/1637545319407634649/mda-mkm1x75q6x60qbgp.mp4
经典歌曲《无情的脚步声》,https://vd4.bdstatic.com/mda-mfid9vwuc2pgkz9h/sc/cae_h264/1624103629764609036/mda-mfid9vwuc2pgkz9h.mp4
经典歌曲《为你献上一首歌》,https://vd2.bdstatic.com/mda-mga9mvf72gvdskqm/sc/cae_h264/1625990686494055445/mda-mga9mvf72gvdskqm.mp4
经典老歌《女性的寄托,https://vd2.bdstatic.com/mda-mmnn96daxnjynatf/sc/cae_h264/1640283457883948282/mda-mmnn96daxnjynatf.mp4
